text,label
"This 7-minute video illustrates how the historic homeland for Arctic Native Americans is being affected by climate change. Shorefast ice and pack ice are present for a shorter part of the year. This has profound affects on the way of life in the Bering Sea region, to the point where the community may have to relocate.",science and education
"This video discusses how the historic way of life for Arctic Native Americans has changed. Global climate change is altering the ice cycle (yearly coverage, depth, and persistence) in the Bering Sea and weather patterns. Changes in the ice affect the way local native groups are able to hunt for food, and maintain their community.",science and education
This video discusses ways that communities can prepare for air quality changes that will occur due to rising global temperatures.,science and education
"This short, time-lapse video shows the changes in the Columbia Glacier from May 12, 2007 to August 20, 2010. Narration provides general description of the geophysical dynamics and processes.",science and education
"In this activity, students explore the basic living requirements of algae (phytoplankton)through hands-on experience and an interactive game. Students investigate what algal biofuels are, how they are made, where they can grow, and, most importantly, why this topic should be investigated. Algal biofuels are an emerging source of renewable energy.",science and education
This animation depicts the carbon cycle in a fashion that is suited for younger audiences. The video discusses how carbon enters and exits the environment through both natural and human-driven ways.,science and education
"This lesson is a lab in which students use thermometers, white and dark paper, and  lamps to measure differences in albedo between the light and dark materials. Connections are made to albedo in Antarctica.",science and education
"Children experiment with freezing water to observe a state change of water, and discover that it is less dense as a solid (ice) than it is as a liquid (water). Amazing Expanding Ice is an overnight activity requiring 20 minutes of preparation, overnight freezing of the experiment, and 10 minutes of follow-up discussion.",science and education
This video provides a detailed description of the habitat of the American Pika and how this organism may serve as a climate indicator species because they have a relatively narrow ecological niche and specialized habitat.,science and education
"This video production is a part of a four-panel report from the National Academies' America's Climate Choices project. The video maps out the realm of our accumulated knowledge regarding climate change and charts a path forward, urging that research on climate change enter a new era focused on the needs of decision makers.",science and education
"A video that discusses the perspectives and insights necessary to report out about climate change. The video can be used to demonstrate how different perspectives impact different stakeholders and different levels, and that there is a need to have a clear, coordinated national response.",science and education
"This video from the U.S. National Academies summarizes the energy challenges the United States faces, including the technological challenges, and the need for changes in consumption and in energy policy.",science and education
"This activity covers the causes, effects, and mitigation of urban heat in New York City. Students use data sets, graphs, maps and images to create their own plan for mitigation in their area. Robust satellite images, city data, tables, maps, and graphs are included in the resource for students to explore.",science and education
"In this activity, students explore how the timing of color change and leaf drop of New England's deciduous trees is changing.",science and education
This short video describes how the compression of Antarctic snow into ice captures air from past atmospheres. It shows how ice cores are drilled from the Antarctic ice and prepared for shipment and subsequent analysis.,science and education
This map shows how much electrical power is produced from wind in each state from 1999 through 2010. The animation shows a general increase in the amount of wind power produced per state and the number of states producing it.,science and education
"This series of visualizations show the annual Arctic sea ice minimum from 1979 to 2015. The decrease in Arctic sea ice over time is shown in an animation and a graph plotted simultaneously, but can be parsed so that the change in sea ice area can be shown without the graph.",science and education
This interactive shows the extent of the killing of lodgepole pine trees in western Canada. The spread of pine beetle throughout British Columbia has devastated the lodgepole pine forests there. This animation shows the spread of the beetle and the increasing numbers of trees affected from 1999-2008 and predicts the spread up until 2015.,science and education
"This activity is part of the Antarctica's Climate Secrets flexhibit. Students learn about and create models of glaciers and ice sheets, ice shelves, icebergs and sea ice.",science and education
"Citizen scientist Anya, an indigenous Siberian girl, witnesses the changes in her community as a result of climate change after working with Woods Hole scientist Max Holmes' research team aboard her father's ship. She gets involved in collecting water samples to learn, and teach her schoolmates about, global warming.",science and education
"This short video from NASA discusses the role that salinity plays in Earth's climate and ocean circulation, focusing on the observations of the Aquarius satellite.",science and education
"Living Atlas Indicators of the Planet provide the user with up-to-date data, maps, graphs, charts, animation and other visuals to explore the science of climate and environmental change. 18 indicators from Air Quality to Women in Parliament can be explored.",science and education
"This lesson sequence guides students to learn about the geography and the unique characteristics of the Arctic, including vegetation, and people who live there. Students use Google Earth to explore the Arctic and learn about meteorological observations in the Arctic, including collecting their own data in hands-on experiments. This is the first part of a three-part curriculum about Arctic climate.",science and education
"In this jigsaw activity, students explore meteorological data collected from Eureka, Canada to try to decide when would be the best time for an Arctic visit.",science and education
"In this activity, students use authentic Arctic climate data to unravel some causes and effects related to the seasonal melting of the snowpack and to further understand albedo.",science and education
"This video uses film of the Arctic and Arctic researchers as well as animations to discuss feedbacks in the Arctic climate system related to sea ice, the ocean, and clouds. It explains concepts such as albedo and positive and negative feedbacks. The narrative includes discussion of current research and a summary which explains why understanding feedbacks is important.",science and education
"This video, along with a background essay, focuses on impacts of climate change on the lives of Native Alaskans around Barrow, Alaska. Specific changes include the timing of the changes in the formation and breakout of sea ice and the impacts on subsistence living.",science and education
This video provides an overview of changes happening in the Arctic.,science and education
This animation shows the Arctic sea ice September (minimum) extents from 1979-2016. Accessible from http://nsidc.org/cryosphere/sotc/sea_ice.html,science and education
This visualization shows static and animated images of changes in Arctic sea ice 1984-2016.,science and education
"In this audio slideshow, an ecologist from the University of Florida describes the radiocarbon dating technique that scientists use to determine the amount of carbon within the permafrost of the Arctic tundra. Understanding the rate of carbon released as permafrost thaws is necessary to understand how this positive feedback mechanism is contributing to climate change that may further increase global surface temperatures.",science and education
"In this short video, host Dr. Ryan interviews graduate student Amy Steiker at the Institute of Arctic and Alpine Research about her research, using isotopes of nitrous oxide, connecting human activity to greenhouse gas emissions.",science and education
"This activity engages students in learning about ways to become energy efficient consumers. Students examine how different countries and regions around the world use energy over time, as reflected in night light levels. They then track their own energy use, identify ways to reduce their individual energy consumption, and explore how community choices impact the carbon footprint.",science and education
"This article and slide show from the New York Times, features several scientists from the University of Alaska, Fairbanks, who study the effects of thawing permafrost in Alaska.",science and education
This,science and education
easy-to-understand,science and education
video,science and education
animation,science and education
describes,science and education
drought,science and education
and,science and education
explains,science and education
the,science and education
different,science and education
categories,science and education
of,science and education
drought,science and education
used,science and education
by,science and education
the,science and education
drought,science and education
monitor.,science and education
It,science and education
discusses,science and education
the,science and education
effects,science and education
of,science and education
and,science and education
contributions,science and education
to,science and education
"drought,",science and education
what,science and education
the,science and education
implications,science and education
of,science and education
the,science and education
different,science and education
drought,science and education
levels,science and education
"are,",science and education
and,science and education
puts,science and education
the,science and education
drought,science and education
maps,science and education
into,science and education
context,science and education
to,science and education
understand,science and education
how,science and education
the,science and education
impacts,science and education
vary,science and education
geographically,science and education
(e.g.,science and education
drought,science and education
in,science and education
Nevada,science and education
vs,science and education
Kansas,science and education
-,science and education
one,science and education
could,science and education
affect,science and education
"tourism,",science and education
the,science and education
other,science and education
agriculture).,science and education
It,science and education
also,science and education
touches,science and education
on,science and education
how,science and education
the,science and education
development,science and education
of,science and education
maps/drought,science and education
severity,science and education
is,science and education
determined,science and education
and,science and education
how,science and education
it,science and education
might,science and education
vary,science and education
geographically.,science and education
The,science and education
animation,science and education
provides,science and education
a,science and education
basic,science and education
overview,science and education
of,science and education
statistics,science and education
and,science and education
percentiles,science and education
and,science and education
the,science and education
concept,science and education
of,science and education
'100,science and education
year,science and education
events.',science and education
In,science and education
this,science and education
"activity,",science and education
students,science and education
explore,science and education
the,science and education
web-based,science and education
U.S.,science and education
Forest,science and education
Service,science and education
Climate,science and education
Change,science and education
Atlas,science and education
to,science and education
learn,science and education
about,science and education
projected,science and education
climate,science and education
changes,science and education
in,science and education
their,science and education
state,science and education
and,science and education
how,science and education
suitable,science and education
habitat,science and education
for,science and education
tree,science and education
and,science and education
bird,science and education
species,science and education
is,science and education
projected,science and education
to,science and education
change,science and education
by,science and education
2100,science and education
These,science and education
graphs,science and education
show,science and education
carbon,science and education
dioxide,science and education
measurements,science and education
at,science and education
the,science and education
Mauna,science and education
Loa,science and education
"Observatory,",science and education
Hawaii.,science and education
The,science and education
graphs,science and education
display,science and education
recent,science and education
measurements,science and education
as,science and education
well,science and education
as,science and education
historical,science and education
long,science and education
term,science and education
measurements.,science and education
The,science and education
related,science and education
website,science and education
summarizes,science and education
in,science and education
graphs,science and education
the,science and education
recent,science and education
monthly,science and education
"CO2,",science and education
the,science and education
full,science and education
CO2,science and education
"Record,",science and education
the,science and education
annual,science and education
Mean,science and education
CO2,science and education
Growth,science and education
"Rate,",science and education
and,science and education
gives,science and education
links,science and education
to,science and education
detailed,science and education
CO2,science and education
data,science and education
for,science and education
this,science and education
"location,",science and education
which,science and education
is,science and education
one,science and education
of,science and education
the,science and education
most,science and education
important,science and education
CO2,science and education
tracking,science and education
sites,science and education
in,science and education
the,science and education
world.,science and education
This,science and education
is,science and education
a,science and education
multi-step,science and education
activity,science and education
that,science and education
helps,science and education
students,science and education
"measure,",science and education
"investigate,",science and education
and,science and education
understand,science and education
the,science and education
increase,science and education
in,science and education
atmospheric,science and education
CO2,science and education
and,science and education
the,science and education
utility,science and education
of,science and education
carbon,science and education
offsets.,science and education
It,science and education
also,science and education
enables,science and education
students,science and education
to,science and education
understand,science and education
that,science and education
carbon,science and education
"offsets,",science and education
through,science and education
"reforestation,",science and education
are,science and education
not,science and education
sufficient,science and education
to,science and education
balance,science and education
increases,science and education
in,science and education
atmospheric,science and education
C02,science and education
concentration.,science and education
This,science and education
image,science and education
depicts,science and education
a,science and education
representative,science and education
subset,science and education
of,science and education
the,science and education
atmospheric,science and education
processes,science and education
related,science and education
to,science and education
aerosol,science and education
"lifecycles,",science and education
cloud,science and education
"lifecycles,",science and education
and,science and education
aerosol-cloud-precipitation,science and education
interactions,science and education
that,science and education
must,science and education
be,science and education
understood,science and education
to,science and education
improve,science and education
future,science and education
climate,science and education
predictions.,science and education
This,science and education
is,science and education
a,science and education
figure,science and education
from,science and education
the,science and education
2007,science and education
IPCC,science and education
Assessment,science and education
Report,science and education
4,science and education
on,science and education
atmospheric,science and education
concentrations,science and education
of,science and education
carbon,science and education
"dioxide,",science and education
methane,science and education
and,science and education
nitrous,science and education
oxide,science and education
over,science and education
the,science and education
last,science and education
"10,000",science and education
years,science and education
(large,science and education
panels),science and education
and,science and education
since,science and education
1750,science and education
(inset,science and education
panels).,science and education
This,science and education
is,science and education
a,science and education
photo,science and education
essay,science and education
linked,science and education
to,science and education
a,science and education
New,science and education
York,science and education
Times,science and education
story,science and education
about,science and education
climate-related,science and education
stressors,science and education
on,science and education
forests,science and education
--,science and education
including,science and education
mountain,science and education
pine,science and education
"beetles,",science and education
forest,science and education
"fires,",science and education
forest,science and education
"clearance,",science and education
and,science and education
ice,science and education
storms,science and education
--,science and education
and,science and education
the,science and education
importance,science and education
of,science and education
protecting,science and education
forests,science and education
as,science and education
an,science and education
important,science and education
carbon,science and education
sink.,science and education
This,science and education
video,science and education
shows,science and education
where,science and education
and,science and education
how,science and education
ice,science and education
cores,science and education
are,science and education
extracted,science and education
from,science and education
the,science and education
West,science and education
Antarctic,science and education
Ice,science and education
Sheet.,science and education
The,science and education
cores,science and education
are,science and education
"cut,",science and education
"packaged,",science and education
flown,science and education
to,science and education
the,science and education
ice,science and education
core,science and education
storage,science and education
facility,science and education
in,science and education
"Denver,",science and education
further,science and education
sliced,science and education
into,science and education
"samples,",science and education
and,science and education
shipped,science and education
to,science and education
labs,science and education
all,science and education
over,science and education
the,science and education
world,science and education
where,science and education
scientists,science and education
use,science and education
them,science and education
to,science and education
study,science and education
indicators,science and education
of,science and education
climate,science and education
change,science and education
from,science and education
the,science and education
past.,science and education
This,science and education
is,science and education
a,science and education
laboratory,science and education
activity,science and education
in,science and education
which,science and education
students,science and education
will,science and education
compare,science and education
the,science and education
amount,science and education
of,science and education
carbon,science and education
dioxide,science and education
in,science and education
four,science and education
different,science and education
sources,science and education
of,science and education
gas,science and education
and,science and education
determine,science and education
the,science and education
carbon,science and education
dioxide,science and education
contribution,science and education
from,science and education
automobiles.,science and education
They,science and education
test,science and education
ambient,science and education
"air,",science and education
human,science and education
"exhalation,",science and education
automobile,science and education
"exhaust,",science and education
and,science and education
nearly,science and education
pure,science and education
carbon,science and education
dioxide,science and education
from,science and education
a,science and education
vinegar/baking,science and education
soda,science and education
mixture.,science and education
In,science and education
this,science and education
"video,",science and education
NOAA's,science and education
Deke,science and education
"Arndt,",science and education
Chief,science and education
of,science and education
the,science and education
Climate,science and education
Monitoring,science and education
Branch,science and education
at,science and education
the,science and education
National,science and education
Climatic,science and education
Data,science and education
"Center,",science and education
recaps,science and education
the,science and education
temperature,science and education
and,science and education
precipitation,science and education
data,science and education
for,science and education
the,science and education
continental,science and education
US,science and education
in,science and education
summer,science and education
2012,science and education
It,science and education
describes,science and education
how,science and education
these,science and education
conditions,science and education
have,science and education
led,science and education
to,science and education
drought,science and education
and,science and education
reduced,science and education
crop,science and education
yields.,science and education
This,science and education
interactive,science and education
"activity,",science and education
in,science and education
applet,science and education
"form,",science and education
guides,science and education
students,science and education
through,science and education
the,science and education
motion,science and education
of,science and education
the,science and education
sun,science and education
and,science and education
how,science and education
they,science and education
relate,science and education
to,science and education
seasons.,science and education
This,science and education
learning,science and education
activity,science and education
explores,science and education
the,science and education
concept,science and education
of,science and education
resiliency.,science and education
It,science and education
allows,science and education
students,science and education
to,science and education
make,science and education
city,science and education
planning,science and education
decisions,science and education
and,science and education
then,science and education
employs,science and education
a,science and education
game,science and education
to,science and education
test,science and education
their,science and education
resilience,science and education
decisions,science and education
against,science and education
potential,science and education
impacts,science and education
from,science and education
severe,science and education
"weather,",science and education
climate,science and education
"change,",science and education
and,science and education
natural,science and education
hazards.,science and education
Learners,science and education
research,science and education
the,science and education
effects,science and education
of,science and education
melting,science and education
sea,science and education
ice,science and education
in,science and education
the,science and education
Bering,science and education
Sea,science and education
Ecosystem.,science and education
They,science and education
create,science and education
research,science and education
proposals,science and education
to,science and education
earn,science and education
a,science and education
place,science and education
on,science and education
the,science and education
scientific,science and education
research,science and education
vessel,science and education
Healy,science and education
and,science and education
present,science and education
their,science and education
findings,science and education
and,science and education
proposals,science and education
to,science and education
a,science and education
Research,science and education
Board,science and education
committee.,science and education
In,science and education
this,science and education
"activity,",science and education
students,science and education
conduct,science and education
an,science and education
energy,science and education
audit,science and education
to,science and education
determine,science and education
how,science and education
much,science and education
carbon,science and education
dioxide,science and education
their,science and education
family,science and education
is,science and education
releasing,science and education
into,science and education
the,science and education
atmosphere,science and education
and,science and education
then,science and education
make,science and education
recommendations,science and education
for,science and education
minimizing,science and education
their,science and education
family's,science and education
carbon,science and education
footprint.,science and education
This,science and education
is,science and education
a,science and education
collection,science and education
of,science and education
five,science and education
short,science and education
videos,science and education
that,science and education
show,science and education
how,science and education
climate,science and education
change,science and education
is,science and education
affecting,science and education
"fishing,",science and education
native,science and education
populations,science and education
and,science and education
access,science and education
for,science and education
the,science and education
oil,science and education
and,science and education
gas,science and education
industry,science and education
in,science and education
the,science and education
Arctic.,science and education
The,science and education
videos,science and education
include,science and education
personal,science and education
reflections,science and education
by,science and education
writers,science and education
Andrew,science and education
C.,science and education
Revkin,science and education
and,science and education
Simon,science and education
"Romero,",science and education
"scientists,",science and education
and,science and education
residents,science and education
about,science and education
their,science and education
experience,science and education
of,science and education
the,science and education
impacts,science and education
of,science and education
the,science and education
climate,science and education
change,science and education
in,science and education
the,science and education
Arctic.,science and education
This,science and education
set,science and education
of,science and education
interactive,science and education
data,science and education
visualizations,science and education
show,science and education
the,science and education
weather,science and education
and,science and education
climate,science and education
events,science and education
that,science and education
have,science and education
had,science and education
the,science and education
greatest,science and education
economic,science and education
impact,science and education
on,science and education
the,science and education
US,science and education
from,science and education
1980,science and education
to,science and education
2016,science and education
"In this lab activity, students investigate how to prepare a biofuel source for conversion to a combustible product.  The activity models how raw materials are refined to process liquid fuels.",science and education
This video provides an overview of the research of the U.S. Department of Energy's National Renewable Energy Laboratory (NREL) on converting biomass to liquid fuels.,science and education
This detailed chemistry lesson from the U.S. Department of Energy focuses on transforming vegetable oil into biodiesel through a process of transesterification. The process described offers a good model for many chemical reaction processes that are used to produce a viable product.,science and education
In this lab activity students generate their own biomass gases by heating wood pellets or wood splints in a test tube. They collect the resulting gases and use the gas to roast a marshmallow. Students also evaluate which biomass fuel is the best by their own criteria or by examining the volume of gas produced by each type of fuel.,science and education
"This is a long-term inquiry activity in which students investigate locations they believe harbor cellulose-digesting microbes, collect samples, isolate them on selective media, and screen them for cellulase activity. These novel microbes may be useful for the production of cellulosic ethanol. In the process they learn about plating techniques, serial dilutions, symbiotic relationships and enzyme specificity. Two methods are provided, one focusing on isolation of pure microbial strains, the other focusing on finding symbiotic communities of microbes. The companion activity is here: https://www.glbrc.org/outreach/educational-materials/bioprospecting-cellulose-degrading-microbes-filter-paper-assay",science and education
"In this activity, students construct &amp;quot;flying birds&amp;quot; (pollution collectors) from paper and wire hangers. Students hang up their birds to see how they react to air pollution, and compare and make observations about the differences in the birds.",science and education
"In this activity, students distinguish between directly and indirectly transmitted diseases and participate in a group game to simulate the spread of vector-borne diseases. They then research a particular pathogenic disease to learn how global warming and biodiversity loss can affect disease transmission.",science and education
"This video describes what black carbon is, where is comes from, and how it contributes to sea ice melt and global warming.",science and education
"In this series of activities students investigate the effects of black carbon on snow and ice melt in the Arctic. The lesson begins with an activity that introduces students to the concept of thermal energy and how light and dark surfaces reflect and absorb radiant energy differently. To help quantify the relationship between carbon and ice melt, the wet lab activity has students create ice samples both with and without black carbon and then compare how they respond to radiant energy while considering implications for the Arctic.",science and education
"This video explores the affect on seabirds of a three year ocean warming event (2013-16) in the NW Pacific. With ocean warming, a massive die off occurred based on the decline of food resources.",science and education
"In this activity, students develop an understanding of the relationship between natural phenomena, weather, and climate change: the study known as phenology. In addition, they learn how cultural events are tied to the timing of seasonal events. Students brainstorm annual natural phenomena that are tied to seasonal weather changes. Next, they receive information regarding the Japanese springtime festival of Hanami, celebrating the appearance of cherry blossoms. Students plot and interpret average bloom date data from over the past 1100 years.",science and education
"In this activity, students conduct a short hands-on demonstration that simulates ocean acidification resulting from excess atmospheric carbon dioxide and discuss potential implications of increases in ocean temperatures and acidification due to climate change.",science and education
"This set of animations and interactive simulations from the Byrd Polar Research Center at Ohio State University helps students develop an understanding of models used to understand the Earth system. Students consider the types of data that need to be included in a climate model, looking at inputs, outputs, and variables. The animations show how data is calculated for grid cells and assembled into a comprehensive model.",science and education
"This video segment, from the 'Earth: The Operators' Manual' featuring climate expert Richard Alley, shows how ice cores stored at the National Ice Core Lab provide evidence that ancient ice contains records of Earth's past climate - specifically carbon dioxide and temperature.",science and education
"This video is narrated by climate scientist Richard Alley. It examines studies US Air Force conducted over 50 years ago on the warming effects of CO2 in the atmosphere and how that could impact missile warfare. The video then focuses on the Franz Josef glacier in New Zealand; the glacier is used to demonstrate a glacier's formation, depth of snow fall in the past, and understand atmospheric gases and composition during the last Ice Age. Supplemental resources are available through the website.",science and education
"C-ROADS is a simplified version of a climate simulator. Its primary purpose is to help users understand the long-term climate effects (CO2 concentrations, global temperature, sea level rise) of various customized actions to reduce fossil fuel CO2 emissions, reduce deforestation, and grow more trees. Students can ask multiple, customized what-if questions and understand why the system reacts as it does.",science and education
This video focuses on animals that have quickly evolved in order to meet their needs from the impacts of climate change.,science and education
"This PBS video shows how Klaus Lackner, a geophysicist at Columbia University, is trying to tackle the problem of rising atmospheric CO2 levels by using an idea inspired by his daughter's 8th-grade science fair project. The video examines the idea of pulling CO2 out of the atmosphere via a passive chemical process.",science and education
"In this learning activity, students use a web-based carbon calculator to determine their carbon footprint on the basis of their personal and household habits and choices. Students identify which personal activities and household choices produce the most CO2 emissions, compare their carbon footprint to the U.S. and global averages, and identify lifestyle changes they can make to reduce their footprint.",science and education
"In this interactive game, players develop a sustainable city by greening transport, transforming industries, getting citizens on board, and showing world leaders how it's done. Players will need to bring together governments, industries, and the public to bring carbon levels to zero before it's too late.",science and education
This video features a short animated sequence that illustrates the difference between young and old carbon released into the atmosphere from the consumption of food (young carbon) and the burning of fossil fuels (old carbon).,science and education
"This activity from NOAA Earth System Research Laboratory introduces students to the scientific understanding of the greenhouse effect and the carbon cycle. The activity leads them through several interactive tasks to investigate recent trends in atmospheric carbon dioxide. Students analyze scientific data and use scientific reasoning to determine the causes responsible for these recent trends. By studying carbon cycle science in a visual and interactive manner, students can learn firsthand about the reasons behind our changing climate.",science and education
This interactive animation focuses on the carbon cycle and includes embedded videos and captioned images to provide greater clarification and detail of the cycle than would be available by a single static visual alone.,science and education
"In this activity, students develop concept maps of the carbon cycle through a die-rolling game that simulates carbon reservoirs and fluxes. By the end of this activity, students should be able to describe and explain how the carbon cycle has changed in the last 250 years.",science and education
"In this activity, students use a physical model to learn the basics of photosynthesis and respiration within the carbon cycle.",science and education
"This is an interactive visualization of the Carbon Cycle, through short-term and long-term processes.",science and education
"In this activity, students work in groups, plotting carbon dioxide concentrations over time on overheads and estimating the rate of change over five years. Stacked together, the overheads for the whole class show an increase on carbon dioxide over five years and annual variation driven by photosynthesis. This exercise enables students to practice basic quantitative skills and understand how important sampling intervals can be when studying changes over time. A goal is to see how small sample size may give incomplete picture of data.",science and education
"In this experiment, students observe a natural process that removes carbon dioxide (CO2) from Earth's atmosphere. This process is a part of the carbon cycle and results in temperature suitable for life. Students learn that the carbon cycle is a fundamental Earth process. Throughout Earth's history, the balance of carbon has kept the atmosphere's carbon dioxide (CO2) and Earth's temperature within relatively narrow ranges.",science and education
"This interactive visualization explains the chemical relationship between carbon dioxide, shell building, and ocean acidification.",science and education
"Interactive visualization that provides a basic overview of the Earth's carbon reservoirs and amount of carbon stored in each, CO2 transport among atmosphere, hydrosphere, geosphere, and biosphere, and a graph comparing global temp (deg C) and atmospheric CO2 levels (ppm) over the past 1000 years.",science and education
This video features a number of different climate scientists describing the effects of the increasing amount of carbon dioxide on global climate and proposing a series of solutions to mitigate these effects. Video addresses health problems and other costs to humans associated with climate change.,science and education
"In this activity, students use a spreadsheet to calculate the net carbon sequestration in a set of trees; they will utilize an allometric approach based upon parameters measured on the individual trees. They determine the species of trees in the set, measure trunk diameter at a particular height, and use the spreadsheet to calculate carbon content of the tree using forestry research data.",science and education
"This series of two lessons uses cutting-edge scientific research on the effects of climate change on communities in the intertidal. Through a combination of a dynamic presentation and several videos, students are introduced to the effects of climate change on the ocean (ocean acidification and temperature increase) and what is known about how ocean organisms are affected. Then students read and interpret graphs and construct a scientific explanation based on data from this research.",science and education
"In this 3-part lab activity, students investigate how carbon moves through the global carbon cycle and study the effects of specific feedback loops on the carbon cycle.",science and education
"In this activity, student teams research and develop a proposal to decrease the carbon footprint of their city's/town's public transportation system and then prepare a report that explains why their transportation plan is the best for their community.",science and education
"Students model the effect of greenhouse gases on Earth's atmosphere. They find that greenhouse gases, such as carbon dioxide and methane, are uniquely shaped to catch and pass on infrared radiation, and so they are responsible for the warmth we enjoy on Earth. The children discuss how the addition of greenhouse gases by human activities leads to further warming and what steps we can take to slow it.",science and education
Children get to know each other through an icebreaker activity that introduces the importance of water on Earth.,science and education
"This activity engages learners in exploring the impact of climate change on arctic sea ice in the Bering Sea. They graph and analyze sea ice extent data, conduct a lab on thermal expansion of water, and then observe how a scientist collects long-term data on a bird population.",science and education
"Students run a simplified computer model to explore how climate conditions can affect caribou, the most abundant grazing animal in the Arctic.",science and education
"This animation illustrates how the hardiness zones for plants have changed between 1990 and 2006 based data from 5,000 National Climatic Data Center cooperative stations across the continental United States.",science and education
"In this activity, students research changes to the environment in the Arctic/Bering Sea over time using oral and photographic histories. Developed for Alaska Native students, this activity can be customized for other regions.",science and education
"Key figure from the 2007 Intergovernmental Panel on Climate Change (IPCC) report that shows changes in global average surface temperature, global average sea level, and Northern Hemisphere snow cover from as far back as 1850.",science and education
"This video looks at the impact of changing climate on animal habitats around the world, showing how different creatures are responding to changing temperatures and precipitation patterns.",science and education
This activity engages students in the analysis of climate data to first find areas in the southern United States that are now close to having conditions in which the malaria parasite and its mosquito hosts thrive and then attempt to forecast when areas might become climatically suitable.,science and education
This video addresses the impact of climate change on several butterfly populations. Warming temperatures lead to shifts in location of populations of butterflies or die-offs of populations unable to adapt to changing conditions or shift to new locations.,science and education
"This video provides a comprehensive introduction to the role of coral reefs, the physiology of corals, and the impacts of ocean warming and acidification on coral survival. It highlights experts from the Bermuda Institute of Ocean Sciences and the University of Miami.",science and education
"This Changing Planet video documents scientists' concerns regarding how melting Arctic sea ice will increase the amount of fresh water in the Beaufort Gyre, which could spill out into the Atlantic and cause major climate shifts in North America and Western Europe. The video includes interviews with scientists and a look at the basics of how scientists measure salinity in the ocean and how ocean circulation works in the Arctic.",science and education
"This video illustrates conditions under which two infectious diseases - cholera and dengue fever - flourish, and how climate change is likely to exacerbate those conditions. Note: you may need to scroll down the Changing Planet video page to get to this video.",science and education
This video addresses acidification of the ocean and the ecological and economic implications of the resulting pH change on marine life. It includes information about how ocean acidification resulting from increased absorption of CO2 from the atmosphere is affecting ocean species such as sea urchins and oysters. Scientists from the University of California at Santa Barbara discuss their experiments with sea creatures in acidic sea water. There is an associated lesson plan and classroom activity that has students test the effects of CO2 on water pH.,science and education
"This video follows Bermuda scientists into the field as they collect data that documents a warming trend in ocean temperatures. BIOS Director Tony Knapp discusses some of the impact of warming temperatures on sea levels, storms, and marine ecosystems.",science and education
This is a multi-faceted activity that offers students a variety of opportunities to learn about permafrost and the role of methane in thawing permafrost.,science and education
"This video discusses the social and economic impacts (worldwide and in the US) of sea level rise caused by global warming (aired April 1, 2011). Note: you may need to scroll down the Changing Planet video page to get to this video.",science and education
